question,query,qsq_list_idx,question_idx,answer
What was the synthesis pressure for MOF 'ZIF'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'ZIF' RETURN m.refcode, m.name, m.pressure",14,3,"[{""m.refcode"": ""BIHQAM"", ""m.name"": ""MOZIF-1"", ""m.pressure"": """"}, {""m.refcode"": ""FEHHEI"", ""m.name"": ""Mn-ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""GITTIN"", ""m.name"": ""ZIF-65-SOD"", ""m.pressure"": """"}, {""m.refcode"": ""GITVIP01"", ""m.name"": ""ZIF-71-RHO"", ""m.pressure"": """"}, {""m.refcode"": ""GITVUB"", ""m.name"": ""ZIF-74-GIS"", ""m.pressure"": """"}, {""m.refcode"": ""KAMZUV"", ""m.name"": ""ZIF-8 dinitrogen"", ""m.pressure"": """"}, {""m.refcode"": ""MINLON"", ""m.name"": ""\u03b1-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""MINLON01"", ""m.name"": ""\u03b1-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""MINMAA"", ""m.name"": ""\u03b2-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""MINMAA01"", ""m.name"": ""\u03b2-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""NIFFIU"", ""m.name"": ""ZIF-8-6.05Ar"", ""m.pressure"": ""1200000.0 kPa""}, {""m.refcode"": ""NIFNOI"", ""m.name"": ""ZIF-8 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""NIFNUO"", ""m.name"": ""ZIF-8 6.32Ar"", ""m.pressure"": """"}, {""m.refcode"": ""NIFPAW"", ""m.name"": ""ZIF-8 8.27methane"", ""m.pressure"": ""700000.0 kPa""}, {""m.refcode"": ""NIFPIE"", ""m.name"": ""ZIF-8 9.76methane"", ""m.pressure"": ""1400000.0 kPa""}, {""m.refcode"": ""NIFPOK"", ""m.name"": ""ZIF-8 3.25methane"", ""m.pressure"": ""300000.0 kPa""}, {""m.refcode"": ""NIFPUQ"", ""m.name"": ""ZIF-8 4.22dinitrogen"", ""m.pressure"": ""210000.0 kPa""}, {""m.refcode"": ""NIFQAX"", ""m.name"": ""ZIF-8 4.44dinitrogen"", ""m.pressure"": ""740000.0 kPa""}, {""m.refcode"": ""NIFQEB"", ""m.name"": ""ZIF-8 5.63dinitrogen"", ""m.pressure"": ""1035000.0 kPa""}, {""m.refcode"": ""NIFQIF"", ""m.name"": ""ZIF-8 6.21dinitrogen"", ""m.pressure"": ""1330000.0 kPa""}, {""m.refcode"": ""NIFQOL"", ""m.name"": ""ZIF-8 5.9Ar"", ""m.pressure"": ""750000.0 kPa""}, {""m.refcode"": ""NIFQUR"", ""m.name"": ""ZIF-8 6.23dinitrogen"", ""m.pressure"": ""18500000.0 kPa""}, {""m.refcode"": ""NIFRAY"", ""m.name"": ""ZIF-8 6.29dinitrogen"", ""m.pressure"": """"}, {""m.refcode"": ""NIFREC"", ""m.name"": ""ZIF-8 5.5dinitrogen"", ""m.pressure"": ""3250000.0 kPa""}, {""m.refcode"": ""NIFRIG"", ""m.name"": ""ZIF-8 10.08methane"", ""m.pressure"": ""1100000.0 kPa""}, {""m.refcode"": ""NIFROM"", ""m.name"": ""ZIF-8 6.06dioxygen"", ""m.pressure"": """"}, {""m.refcode"": ""NIFRUS"", ""m.name"": ""ZIF-8 6.18dioxygen"", ""m.pressure"": ""500000.0 kPa""}, {""m.refcode"": ""NIFSAZ"", ""m.name"": ""ZIF-8 8.16dioxygen"", ""m.pressure"": ""750000.0 kPa""}, {""m.refcode"": ""NIFSIH"", ""m.name"": ""ZIF-8 8.40dioxygen"", ""m.pressure"": """"}, {""m.refcode"": ""NIFSON"", ""m.name"": ""ZIF-8 8.25dinitrogen"", ""m.pressure"": ""3250000.0 kPa""}, {""m.refcode"": ""NIFSUT"", ""m.name"": ""ZIF-8 5.5methane"", ""m.pressure"": ""1400000.0 kPa""}, {""m.refcode"": ""NIFTAA"", ""m.name"": ""ZIF-8 4.08methane"", ""m.pressure"": ""500000.0 kPa""}, {""m.refcode"": ""OFERUN"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""OFERUN02"", ""m.name"": ""ZIF8"", ""m.pressure"": """"}, {""m.refcode"": ""OFERUN03"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""OFERUN07"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""QOVXEG"", ""m.name"": ""ZIF-9"", ""m.pressure"": ""0.9 GPa""}, {""m.refcode"": ""QOVXEG01"", ""m.name"": ""ZIF-9"", ""m.pressure"": ""2.7 GPa""}, {""m.refcode"": ""QOVXEG02"", ""m.name"": ""ZIF-9"", ""m.pressure"": """"}, {""m.refcode"": ""QOVXEG03"", ""m.name"": ""Co-ZIF-9"", ""m.pressure"": """"}, {""m.refcode"": ""QOVXIK"", ""m.name"": ""ZIF-9"", ""m.pressure"": ""1.8 GPa""}, {""m.refcode"": ""RIPNOV"", ""m.name"": ""D-ZIF-7"", ""m.pressure"": """"}, {""m.refcode"": ""RIPNUB"", ""m.name"": ""D-ZIF-7 CO2"", ""m.pressure"": """"}, {""m.refcode"": ""RIPPAJ"", ""m.name"": ""D-ZIF-7 CO2"", ""m.pressure"": """"}, {""m.refcode"": ""RIPPEN"", ""m.name"": ""D-ZIF-7 CO2"", ""m.pressure"": """"}, {""m.refcode"": ""SIWHOY"", ""m.name"": ""ZIF-4-Co"", ""m.pressure"": """"}, {""m.refcode"": ""TUDHUW"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""TUDJAE"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.18 GPa""}, {""m.refcode"": ""TUDJEI"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.52 GPa""}, {""m.refcode"": ""TUDJIM"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.96 GPa""}, {""m.refcode"": ""TUDJOS"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 1.47 GPa""}, {""m.refcode"": ""TUDJUY"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.82 GPa""}, {""m.refcode"": ""TUDKAF"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.39 GPa""}, {""m.refcode"": ""TUDKEJ"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""USOXEH"", ""m.name"": ""ZIF-204"", ""m.pressure"": """"}, {""m.refcode"": ""UZEWOM"", ""m.name"": ""ZIF-8 iodine solvate"", ""m.pressure"": """"}, {""m.refcode"": ""UZEWUS"", ""m.name"": ""ZIF-8 iodine solvate"", ""m.pressure"": """"}, {""m.refcode"": ""VEJYEP"", ""m.name"": ""ZIF-1"", ""m.pressure"": """"}, {""m.refcode"": ""VEJYIT"", ""m.name"": ""ZIF-2"", ""m.pressure"": """"}, {""m.refcode"": ""VEJYUF10"", ""m.name"": ""ZIF-4-Zn"", ""m.pressure"": """"}, {""m.refcode"": ""VEJZAM"", ""m.name"": ""ZIF-5"", ""m.pressure"": """"}, {""m.refcode"": ""VEJZEQ"", ""m.name"": ""ZIF-9"", ""m.pressure"": """"}, {""m.refcode"": ""VELVIS"", ""m.name"": ""ZIF-7"", ""m.pressure"": """"}, {""m.refcode"": ""YESXAY"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""0.11 GPa""}, {""m.refcode"": ""YESXEC"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""1.41 GPa""}, {""m.refcode"": ""YESXIG"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""2.94 GPa""}, {""m.refcode"": ""YESYIH"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""0.31 GPa""}, {""m.refcode"": ""YESYUT"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": """"}, {""m.refcode"": ""YESZAA"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""3.93 GPa""}, {""m.refcode"": ""YESZEE"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""4.77 GPa""}, {""m.refcode"": ""YESZII"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""2.16 GPa""}, {""m.refcode"": ""YETGIQ"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""0.73 GPa""}]"
What is maximum property value of the synthesis procedures associated with a MOF whose name contains 'MOF-3'?,MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_property]->(p:Synthesis_Property) WHERE m.name CONTAINS 'MOF-3' RETURN max(p.value),114,0,"[{""max(p.value)"": ""57""}]"
Can you tell me the pressure used for synthesizing MOF 'ZIF'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'ZIF' RETURN m.refcode, m.name, m.pressure",14,2,"[{""m.refcode"": ""BIHQAM"", ""m.name"": ""MOZIF-1"", ""m.pressure"": """"}, {""m.refcode"": ""FEHHEI"", ""m.name"": ""Mn-ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""GITTIN"", ""m.name"": ""ZIF-65-SOD"", ""m.pressure"": """"}, {""m.refcode"": ""GITVIP01"", ""m.name"": ""ZIF-71-RHO"", ""m.pressure"": """"}, {""m.refcode"": ""GITVUB"", ""m.name"": ""ZIF-74-GIS"", ""m.pressure"": """"}, {""m.refcode"": ""KAMZUV"", ""m.name"": ""ZIF-8 dinitrogen"", ""m.pressure"": """"}, {""m.refcode"": ""MINLON"", ""m.name"": ""\u03b1-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""MINLON01"", ""m.name"": ""\u03b1-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""MINMAA"", ""m.name"": ""\u03b2-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""MINMAA01"", ""m.name"": ""\u03b2-ZIF-65 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""NIFFIU"", ""m.name"": ""ZIF-8-6.05Ar"", ""m.pressure"": ""1200000.0 kPa""}, {""m.refcode"": ""NIFNOI"", ""m.name"": ""ZIF-8 unknown solvate"", ""m.pressure"": """"}, {""m.refcode"": ""NIFNUO"", ""m.name"": ""ZIF-8 6.32Ar"", ""m.pressure"": """"}, {""m.refcode"": ""NIFPAW"", ""m.name"": ""ZIF-8 8.27methane"", ""m.pressure"": ""700000.0 kPa""}, {""m.refcode"": ""NIFPIE"", ""m.name"": ""ZIF-8 9.76methane"", ""m.pressure"": ""1400000.0 kPa""}, {""m.refcode"": ""NIFPOK"", ""m.name"": ""ZIF-8 3.25methane"", ""m.pressure"": ""300000.0 kPa""}, {""m.refcode"": ""NIFPUQ"", ""m.name"": ""ZIF-8 4.22dinitrogen"", ""m.pressure"": ""210000.0 kPa""}, {""m.refcode"": ""NIFQAX"", ""m.name"": ""ZIF-8 4.44dinitrogen"", ""m.pressure"": ""740000.0 kPa""}, {""m.refcode"": ""NIFQEB"", ""m.name"": ""ZIF-8 5.63dinitrogen"", ""m.pressure"": ""1035000.0 kPa""}, {""m.refcode"": ""NIFQIF"", ""m.name"": ""ZIF-8 6.21dinitrogen"", ""m.pressure"": ""1330000.0 kPa""}, {""m.refcode"": ""NIFQOL"", ""m.name"": ""ZIF-8 5.9Ar"", ""m.pressure"": ""750000.0 kPa""}, {""m.refcode"": ""NIFQUR"", ""m.name"": ""ZIF-8 6.23dinitrogen"", ""m.pressure"": ""18500000.0 kPa""}, {""m.refcode"": ""NIFRAY"", ""m.name"": ""ZIF-8 6.29dinitrogen"", ""m.pressure"": """"}, {""m.refcode"": ""NIFREC"", ""m.name"": ""ZIF-8 5.5dinitrogen"", ""m.pressure"": ""3250000.0 kPa""}, {""m.refcode"": ""NIFRIG"", ""m.name"": ""ZIF-8 10.08methane"", ""m.pressure"": ""1100000.0 kPa""}, {""m.refcode"": ""NIFROM"", ""m.name"": ""ZIF-8 6.06dioxygen"", ""m.pressure"": """"}, {""m.refcode"": ""NIFRUS"", ""m.name"": ""ZIF-8 6.18dioxygen"", ""m.pressure"": ""500000.0 kPa""}, {""m.refcode"": ""NIFSAZ"", ""m.name"": ""ZIF-8 8.16dioxygen"", ""m.pressure"": ""750000.0 kPa""}, {""m.refcode"": ""NIFSIH"", ""m.name"": ""ZIF-8 8.40dioxygen"", ""m.pressure"": """"}, {""m.refcode"": ""NIFSON"", ""m.name"": ""ZIF-8 8.25dinitrogen"", ""m.pressure"": ""3250000.0 kPa""}, {""m.refcode"": ""NIFSUT"", ""m.name"": ""ZIF-8 5.5methane"", ""m.pressure"": ""1400000.0 kPa""}, {""m.refcode"": ""NIFTAA"", ""m.name"": ""ZIF-8 4.08methane"", ""m.pressure"": ""500000.0 kPa""}, {""m.refcode"": ""OFERUN"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""OFERUN02"", ""m.name"": ""ZIF8"", ""m.pressure"": """"}, {""m.refcode"": ""OFERUN03"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""OFERUN07"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""QOVXEG"", ""m.name"": ""ZIF-9"", ""m.pressure"": ""0.9 GPa""}, {""m.refcode"": ""QOVXEG01"", ""m.name"": ""ZIF-9"", ""m.pressure"": ""2.7 GPa""}, {""m.refcode"": ""QOVXEG02"", ""m.name"": ""ZIF-9"", ""m.pressure"": """"}, {""m.refcode"": ""QOVXEG03"", ""m.name"": ""Co-ZIF-9"", ""m.pressure"": """"}, {""m.refcode"": ""QOVXIK"", ""m.name"": ""ZIF-9"", ""m.pressure"": ""1.8 GPa""}, {""m.refcode"": ""RIPNOV"", ""m.name"": ""D-ZIF-7"", ""m.pressure"": """"}, {""m.refcode"": ""RIPNUB"", ""m.name"": ""D-ZIF-7 CO2"", ""m.pressure"": """"}, {""m.refcode"": ""RIPPAJ"", ""m.name"": ""D-ZIF-7 CO2"", ""m.pressure"": """"}, {""m.refcode"": ""RIPPEN"", ""m.name"": ""D-ZIF-7 CO2"", ""m.pressure"": """"}, {""m.refcode"": ""SIWHOY"", ""m.name"": ""ZIF-4-Co"", ""m.pressure"": """"}, {""m.refcode"": ""TUDHUW"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""TUDJAE"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.18 GPa""}, {""m.refcode"": ""TUDJEI"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.52 GPa""}, {""m.refcode"": ""TUDJIM"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.96 GPa""}, {""m.refcode"": ""TUDJOS"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 1.47 GPa""}, {""m.refcode"": ""TUDJUY"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.82 GPa""}, {""m.refcode"": ""TUDKAF"", ""m.name"": ""ZIF-8"", ""m.pressure"": ""at 0.39 GPa""}, {""m.refcode"": ""TUDKEJ"", ""m.name"": ""ZIF-8"", ""m.pressure"": """"}, {""m.refcode"": ""USOXEH"", ""m.name"": ""ZIF-204"", ""m.pressure"": """"}, {""m.refcode"": ""UZEWOM"", ""m.name"": ""ZIF-8 iodine solvate"", ""m.pressure"": """"}, {""m.refcode"": ""UZEWUS"", ""m.name"": ""ZIF-8 iodine solvate"", ""m.pressure"": """"}, {""m.refcode"": ""VEJYEP"", ""m.name"": ""ZIF-1"", ""m.pressure"": """"}, {""m.refcode"": ""VEJYIT"", ""m.name"": ""ZIF-2"", ""m.pressure"": """"}, {""m.refcode"": ""VEJYUF10"", ""m.name"": ""ZIF-4-Zn"", ""m.pressure"": """"}, {""m.refcode"": ""VEJZAM"", ""m.name"": ""ZIF-5"", ""m.pressure"": """"}, {""m.refcode"": ""VEJZEQ"", ""m.name"": ""ZIF-9"", ""m.pressure"": """"}, {""m.refcode"": ""VELVIS"", ""m.name"": ""ZIF-7"", ""m.pressure"": """"}, {""m.refcode"": ""YESXAY"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""0.11 GPa""}, {""m.refcode"": ""YESXEC"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""1.41 GPa""}, {""m.refcode"": ""YESXIG"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""2.94 GPa""}, {""m.refcode"": ""YESYIH"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""0.31 GPa""}, {""m.refcode"": ""YESYUT"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": """"}, {""m.refcode"": ""YESZAA"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""3.93 GPa""}, {""m.refcode"": ""YESZEE"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""4.77 GPa""}, {""m.refcode"": ""YESZII"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""2.16 GPa""}, {""m.refcode"": ""YETGIQ"", ""m.name"": ""ZIF-65 methanol solvate"", ""m.pressure"": ""0.73 GPa""}]"
"Among all the synthesis procedures of MOFs 'MOF-3', what is the name of the final operation?",MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_operation]->(o:Synthesis_Operation) WHERE m.name CONTAINS 'MOF-3' RETURN o.name ORDER BY o.order DESC LIMIT 1,125,2,"[{""o.name"": ""prepare""}]"
What is the typical amount of atoms found in each MOF-5 structure on average?,"MATCH (m:MOF)-[:has_atom]->(a:Atom) WHERE m.name CONTAINS 'MOF-5'  WITH count(DISTINCT m.name) AS num_mof, count(DISTINCT a.name) AS num_atom RETURN toFloat(num_atom) / toFloat(num_mof)",140,2,"[{""toFloat(num_atom) / toFloat(num_mof)"": 38.827586206896555}]"
What is the mean count of atoms in a single MOF-5 framework?,"MATCH (m:MOF)-[:has_atom]->(a:Atom) WHERE m.name CONTAINS 'MOF-5'  WITH count(DISTINCT m.name) AS num_mof, count(DISTINCT a.name) AS num_atom RETURN toFloat(num_atom) / toFloat(num_mof)",140,1,"[{""toFloat(num_atom) / toFloat(num_mof)"": 38.827586206896555}]"
Which author has published the most MOFs?,"MATCH (mof:MOF)-[:has_publication]-(pub:Publication)-[:has_author]-(j:Author) RETURN j.name, count(j) as freq ORDER BY freq DESC LIMIT 1",62,1,"[{""j.name"": ""P.D.C.Dietzel"", ""freq"": 418}]"
Who are the 5 authors with the highest number of published MOFs?,"MATCH (mof:MOF)-[:has_publication]-(pub:Publication)-[:has_author]-(j:Author) RETURN j.name, count(j) as freq ORDER BY freq DESC LIMIT 5",63,1,"[{""j.name"": ""P.D.C.Dietzel"", ""freq"": 418}, {""j.name"": ""M.H.Rosnes"", ""freq"": 392}, {""j.name"": ""B.Pato-Doldan"", ""freq"": 380}, {""j.name"": ""Jian Zhang"", ""freq"": 231}, {""j.name"": ""Jie-Peng Zhang"", ""freq"": 146}]"
What is the most commonly used organic ligand in creating MOFs?,"MATCH (m:MOF)-[r:has_organicLinker]->(c:Organic_Linker) RETURN c.name, count(c) as freq ORDER BY freq DESC LIMIT 1",69,1,"[{""c.name"": ""[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]"", ""freq"": 510}]"
What is the publication date of the most recent research article on the MOF 'MOF-3'?,MATCH (m:MOF)-[:has_publication]->(p:Publication) WHERE m.name CONTAINS 'MOF-3' RETURN max(p.year),109,2,"[{""max(p.year)"": 2018}]"
Give me the deposition number for MOF 'MOF-5' in the database.,"MATCH (m:MOF) WHERE m.name CONTAINS 'MOF-5' RETURN m.refcode, m.name, m.deposition_number",29,3,"[{""m.refcode"": ""FAYPUS"", ""m.name"": ""DMOF-5"", ""m.deposition_number"": 854816.0}, {""m.refcode"": ""LASYOU"", ""m.name"": ""MOF-505"", ""m.deposition_number"": 257470.0}, {""m.refcode"": ""MIBQAR"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938392.0}, {""m.refcode"": ""MIBQAR01"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938393.0}, {""m.refcode"": ""MIBQAR02"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938394.0}, {""m.refcode"": ""MIBQAR03"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938395.0}, {""m.refcode"": ""MIBQAR04"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938396.0}, {""m.refcode"": ""MIBQAR05"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938397.0}, {""m.refcode"": ""MIBQAR06"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938398.0}, {""m.refcode"": ""MIBQAR07"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938399.0}, {""m.refcode"": ""MIBQAR08"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938400.0}, {""m.refcode"": ""MIBQAR09"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938401.0}, {""m.refcode"": ""MIBQAR10"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938402.0}, {""m.refcode"": ""MIBQAR11"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938403.0}, {""m.refcode"": ""MIBQAR12"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938404.0}, {""m.refcode"": ""MIBQAR13"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938405.0}, {""m.refcode"": ""MIBQAR14"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938406.0}, {""m.refcode"": ""MIBQAR15"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938407.0}, {""m.refcode"": ""MIBQAR16"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938408.0}, {""m.refcode"": ""MIBQAR17"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938409.0}, {""m.refcode"": ""MIBQAR18"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938410.0}, {""m.refcode"": ""MIBQAR19"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938411.0}, {""m.refcode"": ""MIBQAR20"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 938412.0}, {""m.refcode"": ""OFEDAH"", ""m.name"": ""GR-MOF-5"", ""m.deposition_number"": 1836115.0}, {""m.refcode"": ""OMUKUE"", ""m.name"": ""TPMOF-5"", ""m.deposition_number"": 1480267.0}, {""m.refcode"": ""OTECEX"", ""m.name"": ""\u0394-MOF-520 unknown solvate"", ""m.deposition_number"": 1488944.0}, {""m.refcode"": ""OTECUN"", ""m.name"": ""\u039b-MOF-520 trimesate unknown solvate"", ""m.deposition_number"": 1488947.0}, {""m.refcode"": ""OTEDEY"", ""m.name"": ""\u039b-MOF-520 3-(t-butoxycarbonylamino)propan-1,2-diolato unknown solvate"", ""m.deposition_number"": 1488949.0}, {""m.refcode"": ""OTEDOI"", ""m.name"": ""\u039b-MOF-520 unknown solvate"", ""m.deposition_number"": 1488951.0}, {""m.refcode"": ""OTEDUO"", ""m.name"": ""\u039b-MOF-520 methanolate unknown solvate"", ""m.deposition_number"": 1488952.0}, {""m.refcode"": ""QEFWUV"", ""m.name"": ""MOF-545"", ""m.deposition_number"": 858640.0}, {""m.refcode"": ""QOXQEC"", ""m.name"": ""-MOF-520-24"", ""m.deposition_number"": 1938269.0}, {""m.refcode"": ""QOXQIG"", ""m.name"": ""-MOF-520-25"", ""m.deposition_number"": 1938270.0}, {""m.refcode"": ""QOXQUS"", ""m.name"": ""-MOF-520-27"", ""m.deposition_number"": 1938272.0}, {""m.refcode"": ""QOXRAZ"", ""m.name"": ""-MOF-520-28"", ""m.deposition_number"": 1938273.0}, {""m.refcode"": ""QOXRIH"", ""m.name"": ""-MOF-520-31-activated"", ""m.deposition_number"": 1938275.0}, {""m.refcode"": ""QOXRON"", ""m.name"": ""-MOF-520-S-32"", ""m.deposition_number"": 1938277.0}, {""m.refcode"": ""QOXSAA"", ""m.name"": ""-MOF-520-22"", ""m.deposition_number"": 1938280.0}, {""m.refcode"": ""QOXSOO"", ""m.name"": ""-MOF-520-R-32"", ""m.deposition_number"": 1938283.0}, {""m.refcode"": ""QOXSUU"", ""m.name"": ""\u0394-MOF-520-17"", ""m.deposition_number"": 1938285.0}, {""m.refcode"": ""QOXTOP"", ""m.name"": ""\u0394-MOF-520-21"", ""m.deposition_number"": 1938289.0}, {""m.refcode"": ""QOXVEH"", ""m.name"": ""-MOF-520 N,N-dimethylformamide solvate"", ""m.deposition_number"": 1938284.0}, {""m.refcode"": ""RIXPOF"", ""m.name"": ""MOF-519"", ""m.deposition_number"": 1003059.0}, {""m.refcode"": ""RUVKAV"", ""m.name"": ""catena-[(\u03bc8-5,5'-Buta-1,3-diyne-1,4-diyldibenzene-1,3-dicarboxylato)-diaqua-di-copper(ii) dimethylformamide solvate trihydrate]|MOF-505"", ""m.deposition_number"": 760800.0}, {""m.refcode"": ""SAHYIK"", ""m.name"": ""MOF-5|Teaching Subset: MOFs"", ""m.deposition_number"": 256965.0}, {""m.refcode"": ""SUFJEK"", ""m.name"": ""PMOF-55"", ""m.deposition_number"": 945491.0}, {""m.refcode"": ""TIHROU"", ""m.name"": ""MOF-591"", ""m.deposition_number"": 1831030.0}, {""m.refcode"": ""TIHRUA"", ""m.name"": ""MOF-592"", ""m.deposition_number"": 1831031.0}, {""m.refcode"": ""TIHTUC"", ""m.name"": ""MOF-590"", ""m.deposition_number"": 1831029.0}, {""m.refcode"": ""VUSKEA01"", ""m.name"": ""MOF-5"", ""m.deposition_number"": 1920366.0}]"
What is the size of the angle formed between the b-axis and c-axis for the unit cell of MOFs 'HKUST-1'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'HKUST-1' RETURN m.refcode, m.name, m.cell_angles",45,3,"[{""m.refcode"": ""DOTSOV42"", ""m.name"": ""HKUST-1"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""FIQCEN"", ""m.name"": ""HKUST-1|Teaching Subset: MOFs"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""FUNGAZ"", ""m.name"": ""HKUST-1 (as synthesised)"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""LUDLED"", ""m.name"": ""HKUST-1"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}, {""m.refcode"": ""WULJUJ"", ""m.name"": ""HKUST-1 0.56(dideuteroacetylene)"", ""m.cell_angles"": ""CellAngles(alpha=90.0, beta=90.0, gamma=90.0)""}]"
"Among all MOFs named 'MOF-3', which metal precursor is utilized in the synthesis procedure with the highest value for any property?",MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_metal_precursor]->(mp:Synthesis_Metal_Precursor) MATCH (s)-[:has_property]->(p:Synthesis_Property) WHERE m.name CONTAINS 'MOF-3' WITH max(p.value) as max MATCH (m1:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s1:Synthesis_Procedure)-[:has_metal_precursor]->(mp1:Synthesis_Metal_Precursor) MATCH (s1)-[:has_property]->(p1:Synthesis_Property) WHERE (m1.name CONTAINS 'MOF-3') and  (p1.value=max) RETURN mp1.name,115,3,"[{""mp1.name"": ""Cd(NO3)2\u22c54H2O""}]"
